text,color,stroop_color_match(yes=1),table_row,pressed_key,"status(correct=1,wrong=2,timeout=3)",response_speed[ms]
blue,red,0,16,1,1,1650
green,yellow,0,9,4,1,818
yellow,red,0,4,1,1,674
blue,yellow,0,13,4,1,870
yellow,yellow,1,1,4,1,666
yellow,blue,0,3,3,1,796
red,red,1,8,4,2,740
green,yellow,0,9,4,1,1120
blue,blue,1,15,3,1,796
red,red,1,8,1,1,792
yellow,green,0,2,2,1,497
red,yellow,0,5,4,1,698
blue,yellow,0,13,4,1,578
blue,blue,1,15,3,1,677
yellow,red,0,4,1,1,939
green,yellow,0,9,4,1,720
green,green,1,10,2,1,723
red,blue,0,7,3,1,723
red,yellow,0,5,4,1,629
green,red,0,12,1,1,741
yellow,red,0,4,1,1,535
blue,green,0,14,2,1,803
red,red,1,8,1,1,855
blue,yellow,0,13,4,1,621
red,green,0,6,2,1,777
red,green,0,6,2,1,525
blue,green,0,14,2,1,518
red,yellow,0,5,4,1,672
yellow,green,0,2,2,1,747
red,blue,0,7,3,1,590
red,blue,0,7,3,1,935
yellow,red,0,4,1,1,964
blue,green,0,14,2,1,712
red,green,0,6,2,1,430
green,blue,0,11,3,1,697
yellow,yellow,1,1,4,1,559
blue,red,0,16,1,1,743
yellow,yellow,1,1,4,1,413
blue,blue,1,15,3,1,518
blue,green,0,14,2,1,529
yellow,green,0,2,2,1,763
yellow,green,0,2,2,1,436
yellow,yellow,1,1,4,1,517
red,yellow,0,5,4,1,603
blue,yellow,0,13,4,1,453
yellow,blue,0,3,3,1,538
blue,blue,1,15,3,1,438
yellow,blue,0,3,3,1,369
yellow,blue,0,3,3,1,382
green,blue,0,11,3,1,377
blue,red,0,16,1,1,589
yellow,red,0,4,1,1,366
yellow,blue,0,3,3,1,523
green,green,1,10,2,1,437
red,blue,0,7,3,1,603
yellow,yellow,1,1,4,1,549
green,green,1,10,2,1,727
red,blue,0,7,3,1,582
blue,yellow,0,13,4,1,543
blue,red,0,16,1,1,669
green,green,1,10,2,1,582
red,blue,0,7,3,1,648
green,green,1,10,2,1,495
blue,red,0,16,4,2,573
green,green,1,10,2,1,630
red,green,0,6,2,1,740
blue,green,0,14,2,1,519
red,blue,0,7,3,1,717
blue,green,0,14,2,1,897
yellow,green,0,2,2,1,631
blue,blue,1,15,3,1,506
red,red,1,8,1,1,592
green,yellow,0,9,4,1,586
red,yellow,0,5,4,1,506
yellow,red,0,4,1,1,622
red,yellow,0,5,4,1,657
yellow,red,0,4,1,1,689
green,blue,0,11,3,1,775
yellow,yellow,1,1,4,1,587
blue,red,0,16,1,1,809
blue,yellow,0,13,4,1,668
green,yellow,0,9,4,1,641
green,yellow,0,9,4,1,731
yellow,blue,0,3,3,1,643
green,blue,0,11,3,1,438
yellow,yellow,1,1,4,1,508
blue,red,0,16,1,1,784
red,yellow,0,5,4,1,705
green,blue,0,11,3,1,652
red,red,1,8,1,1,645
green,red,0,12,1,1,521
green,red,0,12,1,1,384
green,yellow,0,9,4,1,557
red,green,0,6,2,1,395
blue,red,0,16,1,1,841
red,green,0,6,2,1,732
yellow,red,0,4,4,2,574
green,red,0,12,2,2,498
yellow,blue,0,3,3,1,650
yellow,blue,0,3,3,1,534
green,red,0,12,2,2,604
green,blue,0,11,3,1,673
blue,green,0,14,2,1,792
blue,blue,1,15,3,1,585
red,red,1,8,1,1,634
red,red,1,8,1,1,750
green,green,1,10,2,1,520
green,red,0,12,1,1,644
yellow,green,0,2,2,1,865
green,green,1,10,2,1,452
red,green,0,6,2,1,356
green,yellow,0,9,4,1,567
red,red,1,8,1,1,562
blue,blue,1,15,3,1,539
green,red,0,12,1,1,565
yellow,green,0,2,2,1,780
blue,blue,1,15,3,1,567
blue,green,0,14,2,1,711
yellow,green,0,2,2,1,457
yellow,yellow,1,1,4,1,546
