temp,time
4.0,1709208785.0
33.39,1709208785.25
33.39,1709208785.5
33.39,1709208785.75
33.39,1709208786.0
33.39,1709208786.25
33.39,1709208786.5
33.39,1709208786.75
33.39,1709208787.0
33.37,1709208787.25
33.37,1709208787.5
33.37,1709208787.75
33.37,1709208788.0
33.39,1709208788.25
33.39,1709208788.5
33.39,1709208788.75
33.39,1709208789.0
33.39,1709208789.25
33.39,1709208789.5
33.39,1709208789.75
33.39,1709208790.0
33.37,1709208790.25
33.37,1709208790.5
33.37,1709208790.75
33.37,1709208791.0
33.39,1709208791.25
33.39,1709208791.5
33.39,1709208791.75
33.39,1709208792.0
33.39,1709208792.25
33.39,1709208792.5
33.39,1709208792.75
33.39,1709208793.0
33.39,1709208793.25
33.39,1709208793.5
33.39,1709208793.75
33.39,1709208794.0
33.34,1709208794.25
33.34,1709208794.5
33.34,1709208794.75
33.34,1709208795.0
33.39,1709208795.25
33.39,1709208795.5
33.39,1709208795.75
33.39,1709208796.0
33.37,1709208796.25
33.37,1709208796.5
33.37,1709208796.75
33.37,1709208797.0
33.37,1709208797.25
33.37,1709208797.5
33.37,1709208797.75
33.37,1709208798.0
33.37,1709208798.25
33.37,1709208798.5
33.37,1709208798.75
33.37,1709208799.0
33.37,1709208799.25
33.37,1709208799.5
33.37,1709208799.75
33.37,1709208800.0
33.41,1709208800.25
33.41,1709208800.5
33.41,1709208800.75
33.41,1709208801.0
33.41,1709208801.25
33.41,1709208801.5
33.41,1709208801.75
33.41,1709208802.0
33.41,1709208802.25
33.41,1709208802.5
33.41,1709208802.75
33.41,1709208803.0
33.41,1709208803.25
33.41,1709208803.5
33.41,1709208803.75
33.41,1709208804.0
33.41,1709208804.25
33.41,1709208804.5
33.41,1709208804.75
33.41,1709208805.0
33.41,1709208805.25
33.41,1709208805.5
33.41,1709208805.75
33.41,1709208806.0
33.39,1709208806.25
33.39,1709208806.5
33.39,1709208806.75
33.39,1709208807.0
33.41,1709208807.25
33.41,1709208807.5
33.41,1709208807.75
33.41,1709208808.0
33.41,1709208808.25
33.41,1709208808.5
33.41,1709208808.75
33.41,1709208809.0
33.41,1709208809.25
33.41,1709208809.5
33.41,1709208809.75
33.41,1709208810.0
33.41,1709208810.25
33.41,1709208810.5
33.41,1709208810.75
33.41,1709208811.0
33.41,1709208811.25
33.41,1709208811.5
33.41,1709208811.75
33.41,1709208812.0
33.39,1709208812.25
33.39,1709208812.5
33.39,1709208812.75
33.39,1709208813.0
33.43,1709208813.25
33.43,1709208813.5
33.43,1709208813.75
33.43,1709208814.0
33.39,1709208814.25
33.39,1709208814.5
33.39,1709208814.75
33.39,1709208815.0
33.37,1709208815.25
33.37,1709208815.5
33.37,1709208815.75
33.37,1709208816.0
33.39,1709208816.25
33.39,1709208816.5
33.39,1709208816.75
33.39,1709208817.0
33.39,1709208817.25
33.39,1709208817.5
33.39,1709208817.75
33.39,1709208818.0
33.39,1709208818.25
33.39,1709208818.5
33.39,1709208818.75
33.39,1709208819.0
33.39,1709208819.25
33.39,1709208819.5
33.39,1709208819.75
33.39,1709208820.0
33.37,1709208820.25
33.37,1709208820.5
33.37,1709208820.75
33.37,1709208821.0
33.37,1709208821.25
33.37,1709208821.5
33.37,1709208821.75
33.37,1709208822.0
33.39,1709208822.25
33.39,1709208822.5
33.39,1709208822.75
33.39,1709208823.0
33.37,1709208823.25
33.37,1709208823.5
33.37,1709208823.75
33.37,1709208824.0
33.39,1709208824.25
33.39,1709208824.5
33.39,1709208824.75
33.39,1709208825.0
33.39,1709208825.25
33.39,1709208825.5
33.39,1709208825.75
33.39,1709208826.0
33.39,1709208826.25
33.39,1709208826.5
33.39,1709208826.75
33.39,1709208827.0
33.37,1709208827.25
33.37,1709208827.5
33.37,1709208827.75
33.37,1709208828.0
33.39,1709208828.25
33.39,1709208828.5
33.39,1709208828.75
33.39,1709208829.0
33.39,1709208829.25
33.39,1709208829.5
33.39,1709208829.75
33.39,1709208830.0
33.37,1709208830.25
33.37,1709208830.5
33.37,1709208830.75
33.37,1709208831.0
33.37,1709208831.25
33.37,1709208831.5
33.37,1709208831.75
33.37,1709208832.0
33.39,1709208832.25
33.39,1709208832.5
33.39,1709208832.75
33.39,1709208833.0
33.39,1709208833.25
33.39,1709208833.5
33.39,1709208833.75
33.39,1709208834.0
33.39,1709208834.25
33.39,1709208834.5
33.39,1709208834.75
33.39,1709208835.0
33.37,1709208835.25
33.37,1709208835.5
33.37,1709208835.75
33.37,1709208836.0
33.39,1709208836.25
33.39,1709208836.5
33.39,1709208836.75
33.39,1709208837.0
33.39,1709208837.25
33.39,1709208837.5
33.39,1709208837.75
33.39,1709208838.0
33.39,1709208838.25
33.39,1709208838.5
33.39,1709208838.75
33.39,1709208839.0
33.37,1709208839.25
33.37,1709208839.5
33.37,1709208839.75
33.37,1709208840.0
33.37,1709208840.25
33.37,1709208840.5
33.37,1709208840.75
33.37,1709208841.0
33.39,1709208841.25
33.39,1709208841.5
33.39,1709208841.75
33.39,1709208842.0
33.37,1709208842.25
33.37,1709208842.5
33.37,1709208842.75
33.37,1709208843.0
33.39,1709208843.25
33.39,1709208843.5
33.39,1709208843.75
33.39,1709208844.0
33.39,1709208844.25
33.39,1709208844.5
33.39,1709208844.75
33.39,1709208845.0
33.39,1709208845.25
33.39,1709208845.5
33.39,1709208845.75
33.39,1709208846.0
33.39,1709208846.25
33.39,1709208846.5
33.39,1709208846.75
33.39,1709208847.0
33.39,1709208847.25
33.39,1709208847.5
33.39,1709208847.75
33.39,1709208848.0
33.37,1709208848.25
33.37,1709208848.5
33.37,1709208848.75
33.37,1709208849.0
33.39,1709208849.25
33.39,1709208849.5
33.39,1709208849.75
33.39,1709208850.0
33.41,1709208850.25
33.41,1709208850.5
33.41,1709208850.75
33.41,1709208851.0
33.39,1709208851.25
33.39,1709208851.5
33.39,1709208851.75
33.39,1709208852.0
33.39,1709208852.25
33.39,1709208852.5
33.39,1709208852.75
33.39,1709208853.0
33.37,1709208853.25
33.37,1709208853.5
33.37,1709208853.75
33.37,1709208854.0
33.37,1709208854.25
33.37,1709208854.5
33.37,1709208854.75
33.37,1709208855.0
33.39,1709208855.25
33.39,1709208855.5
33.39,1709208855.75
33.39,1709208856.0
33.39,1709208856.25
33.39,1709208856.5
33.39,1709208856.75
33.39,1709208857.0
33.39,1709208857.25
33.39,1709208857.5
33.39,1709208857.75
33.39,1709208858.0
33.39,1709208858.25
33.39,1709208858.5
33.39,1709208858.75
33.39,1709208859.0
33.39,1709208859.25
33.39,1709208859.5
33.39,1709208859.75
33.39,1709208860.0
33.39,1709208860.25
33.39,1709208860.5
33.39,1709208860.75
33.39,1709208861.0
33.39,1709208861.25
33.39,1709208861.5
33.39,1709208861.75
33.39,1709208862.0
33.41,1709208862.25
33.41,1709208862.5
33.41,1709208862.75
33.41,1709208863.0
33.41,1709208863.25
33.41,1709208863.5
33.41,1709208863.75
33.41,1709208864.0
33.39,1709208864.25
33.39,1709208864.5
33.39,1709208864.75
33.39,1709208865.0
33.41,1709208865.25
33.41,1709208865.5
33.41,1709208865.75
33.41,1709208866.0
33.41,1709208866.25
33.41,1709208866.5
33.41,1709208866.75
33.41,1709208867.0
33.41,1709208867.25
33.41,1709208867.5
33.41,1709208867.75
33.41,1709208868.0
33.41,1709208868.25
33.41,1709208868.5
