bvp,eda,temp
85.8270258754518,0.142194,33.09
3.454363601378695,0.147318,33.09
-73.04956982313307,0.160128,33.07
-5.15318841810462,0.14988,33.07
33.60259218050407,0.147318,33.07
9.379907930757126,0.148599,33.07
-42.49732336541134,0.147318,33.09
41.878686339225624,0.144756,33.09
-5.888757795127714,0.143475,33.09
-22.28018823919297,0.142194,33.09
8.454003529201604,0.140912,33.07
10.114959025750206,0.13835,33.07
-16.990208599399775,0.137069,33.07
3.2411275691175114,0.142194,33.07
8.298943385331912,0.140912,33.11
-11.87607348106402,0.13835,33.11
3.484642016715762,0.135788,33.11
25.31072617594049,0.139631,33.11
-10.861238883706053,0.139631,33.09
-21.046125007455434,0.139631,33.09
16.22331324781075,0.135788,33.09
21.242650201220233,0.135788,33.09
-11.678653415577989,0.13835,33.13
-16.07543819068452,0.13835,33.13
23.27429539433979,0.13835,33.13
16.558474437693036,0.134507,33.13
2.2992629176670922,0.13835,33.09
-9.137539668841702,0.13835,33.09
1.1224882724831526,0.137069,33.09
14.328906382177827,0.134507,33.09
-6.31834003864972,0.135788,33.09
-14.041209366146774,0.13835,33.09
2.3222456141834646,0.13835,33.09
-0.02226657855248047,0.137069,33.09
-11.475907029390726,0.135788,33.11
-4.679419795475578,0.137069,33.11
0.49587260494522023,0.13835,33.11
-5.934189609146435,0.134507,33.11
-9.088116538388041,0.135788,33.11
5.330909496805406,0.135788,33.11
5.255425434684406,0.13835,33.11
-8.734525543460466,0.137069,33.11
-5.897342093578688,0.134507,33.11
7.286582369276791,0.133226,33.11
0.8885044524397733,0.137069,33.11
-7.358701424925923,0.137069,33.11
-5.260506418620046,0.135788,33.09
19.815876478120856,0.133226,33.09
13.547228511754893,0.135788,33.09
-26.593371342325174,0.13835,33.09
-7.131886463533056,0.134507,33.13
3.0178042615269587,0.134507,33.13
-15.749492663363268,0.137069,33.13
-2.2458296384536234,0.13835,33.13
11.954399809699575,0.13835,33.11
-0.7024585233776921,0.134507,33.11
-18.39844771314519,0.137069,33.11
9.408852852212448,0.137069,33.11
13.832982174324908,0.137069,33.13
1.7383790823869414,0.134507,33.13
-19.98798016304996,0.134507,33.13
7.91253769024247,0.137069,33.13
16.58112701981219,0.137069,33.11
9.196347046255006,0.134507,33.11
-13.500068850201812,0.134507,33.11
-1.6106187161576606,0.135788,33.11
15.015034230602092,0.13835,33.13
5.151402267213017,0.13835,33.13
-20.016482689063764,0.135788,33.13
5.912643002926421,0.134507,33.13
18.42557687925079,0.137069,33.15
2.9029231963619866,0.13835,33.15
-22.785369118351433,0.134507,33.15
10.208436229188882,0.137069,33.15
16.85186156764643,0.137069,33.13
3.9204124318995928,0.13835,33.13
-22.209346208759566,0.134507,33.13
-2.26075033725876,0.135788,33.13
21.328443134634657,0.137069,33.13
10.812809664501216,0.13835,33.13
-16.736339733962552,0.13835,33.13
-7.867795135950614,0.135788,33.13
18.882274484646462,0.137069,33.11
-3.494968769867348,0.137069,33.11
-17.831170754945372,0.139631,33.11
5.276953581624702,0.137069,33.11
17.440041019243683,0.134507,33.13
-9.919763916357981,0.137069,33.13
-18.177898379019595,0.13835,33.13
16.823797214069806,0.134507,33.13
15.807380331154702,0.134507,33.13
-12.398871024236398,0.137069,33.13
-15.753595379116193,0.137069,33.13
11.02823622380383,0.137069,33.13
7.948383943055313,0.135788,33.15
-15.953341898660797,0.133226,33.15
-1.2690470180333935,0.13835,33.15
21.167120290542012,0.137069,33.15
-2.1540280260997866,0.135788,33.13
-23.777321141097257,0.134507,33.13
1.9759587818445727,0.13835,33.13
18.553235562207924,0.137069,33.13
-3.6592381606377766,0.134507,33.11
-20.833392918783954,0.134507,33.11
14.23362088366903,0.135788,33.11
18.69225951744332,0.13835,33.11
-8.198936007008093,0.137069,33.13
-18.161635475763795,0.135788,33.13
16.344205968755293,0.135788,33.13
17.423531527563473,0.13835,33.13
-6.448329095390717,0.13835,33.13
-18.694688263360213,0.135788,33.13
5.782825420727211,0.134507,33.13
12.556323999007656,0.137069,33.13
-16.51455778103973,0.139631,33.13
-4.728780373344272,0.134507,33.13
19.72485763278355,0.134507,33.13
-0.27648688947116273,0.13835,33.13
-22.351694957278678,0.139631,33.13
5.6283499272566075,0.137069,33.13
16.225851003019464,0.135788,33.13
-15.394081553784687,0.137069,33.13
-9.44170427475841,0.13835,33.09
15.542151105087122,0.137069,33.09
3.6592327217568683,0.134507,33.09
-25.50924859538695,0.134507,33.09
3.082086222141694,0.13835,33.13
20.827736182283086,0.13835,33.13
6.078004661300925,0.134507,33.13
-23.546471999748967,0.134507,33.13
-8.821711948071432,0.139631,33.13
24.416524259812082,0.13835,33.13
9.535693115404802,0.139631,33.13
-3.178462757549825,0.134507,33.13
-28.6170590289674,0.134507,33.13
10.184014198774063,0.13835,33.13
19.190546054558364,0.139631,33.13
8.029394049996338,0.13835,33.13
-20.320470174884015,0.134507,33.09
-5.955618951840252,0.134507,33.09
16.292582037458804,0.139631,33.09
9.553500436911925,0.13835,33.09
-16.73226674980101,0.134507,33.09
-14.482717902590997,0.134507,33.09
18.370914948586112,0.135788,33.09
11.35404566772963,0.13835,33.09
-2.407830840713429,0.137069,33.11
-22.39597221125392,0.135788,33.11
5.149454622585742,0.134507,33.11
11.033050861074235,0.137069,33.11
0.9774323977970123,0.13835,33.09
-16.207402904743123,0.134507,33.09
0.5648819394976334,0.135788,33.09
