bvp,eda,temp
9.323181108260233,0.139631,33.09
1.7779295152597305,0.13835,33.07
-19.062157818463252,0.134507,33.07
-4.271603568768906,0.135788,33.07
14.001323888424908,0.139631,33.07
3.6079261279338724,0.139631,33.09
-15.64644718458381,0.137069,33.09
-10.509712254107836,0.134507,33.09
15.277452679604327,0.134507,33.09
2.941523258347969,0.139631,33.11
-12.196403622827782,0.13835,33.11
-8.347261938878743,0.134507,33.11
18.34672414326448,0.137069,33.11
-8.01665639299867,0.13835,33.09
-10.719268999139409,0.139631,33.09
8.676834351725496,0.135788,33.09
8.908086398760254,0.137069,33.09
-20.79537576567983,0.13835,33.09
5.136725467693098,0.139631,33.09
16.07342374477879,0.13835,33.09
7.386341709375918,0.135788,33.09
-21.384202278584667,0.135788,33.09
4.827124519524834,0.139631,33.09
21.11801474207839,0.139631,33.09
11.407253552591152,0.135788,33.09
-13.816501607203477,0.137069,33.11
-15.086578682396869,0.13835,33.11
14.28871711265435,0.13835,33.11
11.002434038580152,0.135788,33.11
-6.7290706828702,0.135788,33.09
-12.624011888681084,0.137069,33.09
10.5354239618258,0.13835,33.09
6.126404844058107,0.139631,33.09
-12.688547143994757,0.135788,33.09
-10.628952464110737,0.135788,33.09
11.797517908867913,0.140912,33.09
10.228114520973001,0.140912,33.09
-3.2682590566905603,0.13835,33.07
-18.437328594149157,0.135788,33.07
4.565021907402475,0.13835,33.07
15.024218049474424,0.139631,33.07
-1.217972337382916,0.135788,33.09
-14.371593839149604,0.135788,33.09
-1.3955776332879113,0.139631,33.09
9.018265370804322,0.13835,33.09
-9.413924843240862,0.139631,33.09
-12.533461017444267,0.135788,33.09
7.406770489732768,0.135788,33.09
9.400149270575026,0.13835,33.09
-15.432987639155149,0.13835,33.07
-9.943946713672052,0.135788,33.07
14.525070193535795,0.135788,33.07
9.884306913197648,0.137069,33.07
-12.25833657308999,0.139631,33.09
-11.909816056141247,0.13835,33.09
17.497611260355978,0.135788,33.09
9.186386646263276,0.135788,33.09
-10.541861306380646,0.13835,33.07
-5.501313893974856,0.139631,33.07
15.572622383306884,0.13835,33.07
-0.46404068245382796,0.13835,33.07
-15.536474294083998,0.140912,33.07
5.081569268708825,0.139631,33.07
16.019409745018283,0.137069,33.07
-2.957276709565273,0.13835,33.07
-22.58377130867613,0.139631,33.05
11.0525917170868,0.139631,33.05
18.38911110951496,0.137069,33.05
6.135819931112224,0.13835,33.05
-21.883141715170623,0.13835,33.07
-1.2474422890069505,0.140912,33.07
20.58220266928428,0.139631,33.07
6.975120574848771,0.137069,33.07
-15.041444483342163,0.139631,33.07
-9.437403235664672,0.140912,33.07
14.670667881183846,0.139631,33.07
4.614762846200688,0.137069,33.07
-13.785934381398679,0.135788,33.07
-5.912130839001038,0.139631,33.07
14.949556339849728,0.139631,33.07
-6.222013591054124,0.135788,33.07
-16.668075132871444,0.13835,33.07
7.42851026844417,0.13835,33.07
15.432665050493314,0.139631,33.07
-8.379975068906147,0.135788,33.07
-17.503392329352895,0.134507,33.07
10.695335767069722,0.13835,33.07
15.592862053566137,0.135788,33.07
-4.68522059676722,0.13835,33.07
-18.913707543034732,0.135788,33.07
8.09713746261963,0.13835,33.07
15.304933221029529,0.139631,33.07
-4.501744610928468,0.137069,33.07
-12.503011625438967,0.135788,33.09
8.999320080650042,0.134507,33.09
7.678228401572388,0.139631,33.09
-14.931671526345728,0.139631,33.09
-1.2540063257255227,0.135788,33.07
15.638597272410317,0.135788,33.07
-3.592772909588836,0.139631,33.07
-18.817605465740304,0.139631,33.07
8.485927345085829,0.13835,33.05
16.840556881726474,0.135788,33.05
-4.473986057165651,0.135788,33.05
-17.579282064896407,0.13835,33.05
9.046601269751767,0.139631,33.05
15.24560352946703,0.135788,33.05
-4.94148955977192,0.134507,33.05
-11.49522158384538,0.13835,33.05
8.235425247787866,0.13835,33.05
9.244231705653604,0.13835,33.05
-11.76460457933936,0.135788,33.05
-4.113781561447209,0.13835,33.05
9.758617279339797,0.139631,33.07
3.514344540658295,0.13835,33.07
-19.906535633367394,0.135788,33.07
1.4733587402824675,0.137069,33.07
15.663636049377343,0.13835,33.05
1.5436625903586183,0.13835,33.05
-16.753574554297764,0.135788,33.05
0.37255732466629404,0.133226,33.05
15.290010205137426,0.139631,33.05
4.760635822084111,0.139631,33.05
-14.414022913242546,0.139631,33.05
-3.782624568079463,0.135788,33.05
12.899400315840744,0.137069,33.03
1.1561428675947298,0.139631,33.03
-13.576794833843449,0.139631,33.03
-0.48050183781468114,0.137069,33.03
12.508962904958896,0.135788,33.05
-4.699175674468914,0.13835,33.05
-16.83943929703888,0.140912,33.05
5.913534484255056,0.137069,33.05
14.948620944837874,0.137069,33.05
-1.5271708180680499,0.13835,33.05
-20.08420001375541,0.139631,33.05
7.008292066701487,0.139631,33.05
15.793272545191908,0.135788,33.05
-3.5216916395508613,0.13835,33.05
-14.816660886802683,0.139631,33.05
2.437573137537762,0.139631,33.05
14.282259483500171,0.135788,33.03
-0.40155435791112104,0.135788,33.03
-13.315128959096988,0.13835,33.03
0.7937192599990938,0.139631,33.03
9.308675367580717,0.13835,33.03
-15.22514978716371,0.135788,33.03
-6.40014779458999,0.137069,33.03
11.348473462623707,0.139631,33.03
7.556827593046869,0.139631,33.05
-16.600634153743986,0.137069,33.05
-6.0005569409791955,0.135788,33.05
15.16363722509135,0.13835,33.05
10.005082305785145,0.139631,33.05
-14.774169337321275,0.137069,33.05
-7.954744012207,0.137069,33.05
17.057236995277357,0.139631,33.05
9.910368566987595,0.139631,33.03
-8.319840370492903,0.139631,33.03
-13.342486067721959,0.13835,33.03
15.10343375472428,0.137069,33.03
8.300085398953629,0.140912,33.05
-9.640133955050018,0.139631,33.05
-10.244529844148921,0.137069,33.05
16.072668128641553,0.137069,33.05
-3.4412077319868897,0.139631,33.03
-13.078683343067976,0.142194,33.03
6.307063857668501,0.137069,33.03
12.41982742279667,0.137069,33.03
-16.292902748054566,0.13835,33.03
-8.19816748076923,0.140912,33.03
14.832201986570299,0.139631,33.03
10.702521383710062,0.137069,33.03
-15.661656515637254,0.13835,33.05
-6.951129005754199,0.139631,33.05
15.409548631209546,0.140912,33.05
11.151512914963245,0.137069,33.05
-11.66406638586905,0.137069,33.03
-8.578977733179537,0.139631,33.03
8.833370695432253,0.139631,33.03
5.23364999132524,0.137069,33.03
-9.20532643971283,0.137069,33.05
-5.748799838958891,0.139631,33.05
11.775481346342703,0.142194,33.05
-2.9016152996628706,0.139631,33.05
-16.915610348544075,0.152442,33.05
7.783450448897009,0.137069,33.05
12.708717060955939,0.140912,33.05
-8.833517144518837,0.144756,33.05
-18.837030036757284,0.13835,33.05
12.516220300400851,0.137069,33.05
13.23655448370293,0.139631,33.05
-2.754568602012661,0.143475,33.05
-20.53950605154371,0.137069,33.0
12.861855800807767,0.137069,33.0
17.32509983971612,0.140912,33.0
1.75888727713251,0.155004,33.0
-25.547682138110403,0.140912,33.03
11.545031994418247,0.13835,33.03
9.825296287180759,0.13835,33.03
-2.134061752257661,0.140912,33.03
-26.656671542399227,0.140912,33.03
