temp,time
34.71,1709208236.25
34.71,1709208236.5
34.71,1709208236.75
34.71,1709208237.0
34.73,1709208237.25
34.73,1709208237.5
34.73,1709208237.75
34.73,1709208238.0
34.73,1709208238.25
34.73,1709208238.5
34.73,1709208238.75
34.73,1709208239.0
34.73,1709208239.25
34.73,1709208239.5
34.73,1709208239.75
34.73,1709208240.0
34.73,1709208240.25
34.73,1709208240.5
34.73,1709208240.75
34.73,1709208241.0
34.73,1709208241.25
34.73,1709208241.5
34.73,1709208241.75
34.73,1709208242.0
34.73,1709208242.25
34.73,1709208242.5
34.73,1709208242.75
34.73,1709208243.0
34.73,1709208243.25
34.73,1709208243.5
34.73,1709208243.75
34.73,1709208244.0
34.68,1709208244.25
34.68,1709208244.5
34.68,1709208244.75
34.68,1709208245.0
34.68,1709208245.25
34.68,1709208245.5
34.68,1709208245.75
34.68,1709208246.0
34.68,1709208246.25
34.68,1709208246.5
34.68,1709208246.75
34.68,1709208247.0
34.71,1709208247.25
34.71,1709208247.5
34.71,1709208247.75
34.71,1709208248.0
34.66,1709208248.25
34.66,1709208248.5
34.66,1709208248.75
34.66,1709208249.0
34.68,1709208249.25
34.68,1709208249.5
34.68,1709208249.75
34.68,1709208250.0
34.68,1709208250.25
34.68,1709208250.5
34.68,1709208250.75
34.68,1709208251.0
34.68,1709208251.25
34.68,1709208251.5
34.68,1709208251.75
34.68,1709208252.0
34.68,1709208252.25
34.68,1709208252.5
34.68,1709208252.75
34.68,1709208253.0
34.65,1709208253.25
34.65,1709208253.5
34.65,1709208253.75
34.65,1709208254.0
34.66,1709208254.25
34.66,1709208254.5
34.66,1709208254.75
34.66,1709208255.0
34.66,1709208255.25
34.66,1709208255.5
34.66,1709208255.75
34.66,1709208256.0
34.65,1709208256.25
34.65,1709208256.5
34.65,1709208256.75
34.65,1709208257.0
34.65,1709208257.25
34.65,1709208257.5
34.65,1709208257.75
34.65,1709208258.0
34.65,1709208258.25
34.65,1709208258.5
34.65,1709208258.75
34.65,1709208259.0
34.65,1709208259.25
34.65,1709208259.5
34.65,1709208259.75
34.65,1709208260.0
34.63,1709208260.25
34.63,1709208260.5
34.63,1709208260.75
34.63,1709208261.0
34.65,1709208261.25
34.65,1709208261.5
34.65,1709208261.75
34.65,1709208262.0
34.63,1709208262.25
34.63,1709208262.5
34.63,1709208262.75
34.63,1709208263.0
34.63,1709208263.25
34.63,1709208263.5
34.63,1709208263.75
34.63,1709208264.0
34.63,1709208264.25
34.63,1709208264.5
34.63,1709208264.75
34.63,1709208265.0
34.63,1709208265.25
34.63,1709208265.5
34.63,1709208265.75
34.63,1709208266.0
34.61,1709208266.25
34.61,1709208266.5
34.61,1709208266.75
34.61,1709208267.0
34.65,1709208267.25
34.65,1709208267.5
34.65,1709208267.75
34.65,1709208268.0
34.61,1709208268.25
34.61,1709208268.5
34.61,1709208268.75
34.61,1709208269.0
34.61,1709208269.25
34.61,1709208269.5
34.61,1709208269.75
34.61,1709208270.0
34.61,1709208270.25
34.61,1709208270.5
34.61,1709208270.75
34.61,1709208271.0
34.61,1709208271.25
34.61,1709208271.5
34.61,1709208271.75
34.61,1709208272.0
34.61,1709208272.25
34.61,1709208272.5
34.61,1709208272.75
34.61,1709208273.0
34.61,1709208273.25
34.61,1709208273.5
34.61,1709208273.75
34.61,1709208274.0
34.61,1709208274.25
34.61,1709208274.5
34.61,1709208274.75
34.61,1709208275.0
34.59,1709208275.25
34.59,1709208275.5
34.59,1709208275.75
34.59,1709208276.0
34.59,1709208276.25
34.59,1709208276.5
34.59,1709208276.75
34.59,1709208277.0
34.59,1709208277.25
34.59,1709208277.5
34.59,1709208277.75
34.59,1709208278.0
34.61,1709208278.25
34.61,1709208278.5
34.61,1709208278.75
34.61,1709208279.0
34.59,1709208279.25
34.59,1709208279.5
34.59,1709208279.75
34.59,1709208280.0
34.57,1709208280.25
34.57,1709208280.5
34.57,1709208280.75
34.57,1709208281.0
34.57,1709208281.25
34.57,1709208281.5
34.57,1709208281.75
34.57,1709208282.0
34.57,1709208282.25
34.57,1709208282.5
34.57,1709208282.75
34.57,1709208283.0
34.57,1709208283.25
34.57,1709208283.5
34.57,1709208283.75
34.57,1709208284.0
34.55,1709208284.25
34.55,1709208284.5
34.55,1709208284.75
34.55,1709208285.0
34.57,1709208285.25
34.57,1709208285.5
34.57,1709208285.75
34.57,1709208286.0
34.55,1709208286.25
34.55,1709208286.5
34.55,1709208286.75
34.55,1709208287.0
34.55,1709208287.25
34.55,1709208287.5
34.55,1709208287.75
34.55,1709208288.0
34.55,1709208288.25
34.55,1709208288.5
34.55,1709208288.75
34.55,1709208289.0
34.55,1709208289.25
34.55,1709208289.5
34.55,1709208289.75
34.55,1709208290.0
34.55,1709208290.25
34.55,1709208290.5
34.55,1709208290.75
34.55,1709208291.0
34.53,1709208291.25
34.53,1709208291.5
34.53,1709208291.75
34.53,1709208292.0
34.53,1709208292.25
34.53,1709208292.5
34.53,1709208292.75
34.53,1709208293.0
34.53,1709208293.25
34.53,1709208293.5
34.53,1709208293.75
34.53,1709208294.0
34.55,1709208294.25
34.55,1709208294.5
34.55,1709208294.75
34.55,1709208295.0
34.5,1709208295.25
34.5,1709208295.5
34.5,1709208295.75
34.5,1709208296.0
34.53,1709208296.25
34.53,1709208296.5
34.53,1709208296.75
34.53,1709208297.0
34.5,1709208297.25
34.5,1709208297.5
34.5,1709208297.75
34.5,1709208298.0
34.53,1709208298.25
34.53,1709208298.5
34.53,1709208298.75
34.53,1709208299.0
34.5,1709208299.25
34.5,1709208299.5
34.5,1709208299.75
34.5,1709208300.0
34.5,1709208300.25
34.5,1709208300.5
34.5,1709208300.75
34.5,1709208301.0
34.5,1709208301.25
34.5,1709208301.5
34.5,1709208301.75
34.5,1709208302.0
34.5,1709208302.25
34.5,1709208302.5
34.5,1709208302.75
34.5,1709208303.0
34.49,1709208303.25
34.49,1709208303.5
34.49,1709208303.75
34.49,1709208304.0
34.49,1709208304.25
34.49,1709208304.5
34.49,1709208304.75
34.49,1709208305.0
34.49,1709208305.25
34.49,1709208305.5
34.49,1709208305.75
34.49,1709208306.0
34.49,1709208306.25
34.49,1709208306.5
34.49,1709208306.75
34.49,1709208307.0
34.49,1709208307.25
34.49,1709208307.5
34.49,1709208307.75
34.49,1709208308.0
34.47,1709208308.25
34.47,1709208308.5
34.47,1709208308.75
34.47,1709208309.0
34.45,1709208309.25
34.45,1709208309.5
34.45,1709208309.75
34.45,1709208310.0
34.45,1709208310.25
34.45,1709208310.5
34.45,1709208310.75
34.45,1709208311.0
34.45,1709208311.25
34.45,1709208311.5
34.45,1709208311.75
34.45,1709208312.0
34.47,1709208312.25
34.47,1709208312.5
34.47,1709208312.75
34.47,1709208313.0
34.43,1709208313.25
34.43,1709208313.5
34.43,1709208313.75
34.43,1709208314.0
34.45,1709208314.25
34.45,1709208314.5
34.45,1709208314.75
34.45,1709208315.0
34.43,1709208315.25
34.43,1709208315.5
34.43,1709208315.75
34.43,1709208316.0
34.45,1709208316.25
34.45,1709208316.5
34.45,1709208316.75
34.45,1709208317.0
34.43,1709208317.25
34.43,1709208317.5
34.43,1709208317.75
34.43,1709208318.0
34.43,1709208318.25
34.43,1709208318.5
34.43,1709208318.75
34.43,1709208319.0
34.43,1709208319.25
34.43,1709208319.5
34.43,1709208319.75
34.43,1709208320.0
34.43,1709208320.25
34.43,1709208320.5
34.43,1709208320.75
34.43,1709208321.0
34.43,1709208321.25
34.43,1709208321.5
34.43,1709208321.75
34.43,1709208322.0
34.43,1709208322.25
34.43,1709208322.5
34.43,1709208322.75
34.43,1709208323.0
34.41,1709208323.25
34.41,1709208323.5
34.41,1709208323.75
34.41,1709208324.0
34.41,1709208324.25
34.41,1709208324.5
34.41,1709208324.75
34.41,1709208325.0
34.39,1709208325.25
34.39,1709208325.5
34.39,1709208325.75
34.39,1709208326.0
34.39,1709208326.25
34.39,1709208326.5
34.39,1709208326.75
34.39,1709208327.0
34.39,1709208327.25
34.39,1709208327.5
34.39,1709208327.75
34.39,1709208328.0
34.37,1709208328.25
34.37,1709208328.5
34.37,1709208328.75
34.37,1709208329.0
34.39,1709208329.25
34.39,1709208329.5
34.39,1709208329.75
34.39,1709208330.0
34.39,1709208330.25
34.39,1709208330.5
34.39,1709208330.75
34.39,1709208331.0
34.39,1709208331.25
34.39,1709208331.5
34.39,1709208331.75
34.39,1709208332.0
34.37,1709208332.25
34.37,1709208332.5
34.37,1709208332.75
34.37,1709208333.0
34.37,1709208333.25
34.37,1709208333.5
34.37,1709208333.75
34.37,1709208334.0
34.34,1709208334.25
34.34,1709208334.5
34.34,1709208334.75
34.34,1709208335.0
34.34,1709208335.25
34.34,1709208335.5
34.34,1709208335.75
34.34,1709208336.0
34.34,1709208336.25
34.34,1709208336.5
34.34,1709208336.75
34.34,1709208337.0
34.34,1709208337.25
34.34,1709208337.5
34.34,1709208337.75
34.34,1709208338.0
34.34,1709208338.25
34.34,1709208338.5
34.34,1709208338.75
34.34,1709208339.0
34.34,1709208339.25
34.34,1709208339.5
34.34,1709208339.75
