text,color,stroop_color_match(yes=1),table_row,pressed_key,"status(correct=1,wrong=2,timeout=3)",response_speed[ms]
green,yellow,0,9,4,1,986
yellow,green,0,2,2,1,627
yellow,green,0,2,2,1,845
green,yellow,0,9,4,1,720
red,red,1,8,1,1,405
blue,red,0,16,1,1,489
red,blue,0,7,2,2,585
green,yellow,0,9,4,1,772
blue,red,0,16,1,1,766
yellow,red,0,4,1,1,431
yellow,blue,0,3,3,1,960
red,red,1,8,1,1,629
red,green,0,6,2,1,639
red,red,1,8,1,1,528
yellow,yellow,1,1,4,1,538
blue,blue,1,15,3,1,599
blue,red,0,16,1,1,928
red,yellow,0,5,4,1,570
green,red,0,12,1,1,649
green,green,1,10,2,1,620
red,green,0,6,1,2,613
red,yellow,0,5,4,1,551
blue,blue,1,15,3,1,569
blue,red,0,16,1,1,567
yellow,red,0,4,1,1,590
yellow,red,0,4,1,1,585
red,blue,0,7,3,1,636
green,blue,0,11,3,1,443
red,green,0,6,2,1,741
blue,red,0,16,1,1,762
blue,red,0,16,1,1,913
blue,green,0,14,1,3,2000
blue,green,0,14,2,1,521
red,red,1,8,1,1,623
yellow,green,0,2,2,1,597
blue,yellow,0,13,4,1,662
blue,blue,1,15,3,1,592
green,blue,0,11,3,1,685
yellow,yellow,1,1,4,1,567
yellow,blue,0,3,1,2,715
red,yellow,0,5,4,1,646
blue,blue,1,15,3,1,597
yellow,green,0,2,2,1,624
green,green,1,10,2,1,640
green,red,0,12,1,1,559
yellow,red,0,4,1,1,699
yellow,red,0,4,1,1,395
blue,green,0,14,2,1,766
yellow,yellow,1,1,4,1,1095
green,green,1,10,2,1,578
blue,green,0,14,2,1,738
red,red,1,8,1,1,657
green,blue,0,11,3,1,759
green,blue,0,11,3,1,431
green,red,0,12,1,1,756
red,green,0,6,2,1,575
yellow,yellow,1,1,4,1,582
blue,green,0,14,2,1,851
green,green,1,10,2,1,638
red,green,0,6,2,1,583
blue,red,0,16,1,1,687
blue,yellow,0,13,4,1,761
green,yellow,0,9,4,1,486
blue,yellow,0,13,4,1,404
blue,blue,1,15,3,1,584
yellow,yellow,1,1,4,1,610
blue,blue,1,15,3,1,897
green,red,0,12,1,1,866
yellow,green,0,2,2,1,890
red,green,0,6,2,1,688
green,green,1,10,2,1,500
red,blue,0,7,3,1,795
blue,blue,1,15,3,1,450
green,blue,0,11,3,1,452
blue,red,0,16,1,1,500
green,blue,0,11,3,1,638
green,red,0,12,1,1,1104
green,blue,0,11,3,1,653
yellow,blue,0,3,3,1,723
red,red,1,8,1,1,625
blue,green,0,14,2,1,631
red,yellow,0,5,4,1,676
blue,yellow,0,13,4,1,899
yellow,red,0,4,1,1,581
yellow,green,0,2,2,1,765
green,green,1,10,2,1,605
blue,yellow,0,13,4,1,743
yellow,blue,0,3,3,1,801
green,yellow,0,9,4,1,740
yellow,blue,0,3,3,1,1122
yellow,red,0,4,1,1,814
red,blue,0,7,3,1,644
red,blue,0,7,3,1,649
blue,yellow,0,13,4,1,618
yellow,red,0,4,1,1,579
yellow,yellow,1,1,4,1,960
green,green,1,10,2,1,1001
green,blue,0,11,3,1,710
red,blue,0,7,3,1,618
yellow,blue,0,3,3,1,560
red,yellow,0,5,4,1,672
yellow,green,0,2,2,1,663
green,red,0,12,1,1,582
blue,yellow,0,13,4,1,586
yellow,blue,0,3,3,1,1061
red,red,1,8,1,1,721
blue,yellow,0,13,4,1,567
green,red,0,12,1,1,887
blue,blue,1,15,3,1,630
blue,green,0,14,2,1,630
red,green,0,6,3,2,531
green,yellow,0,9,4,1,625
red,red,1,8,1,1,567
yellow,blue,0,3,3,1,640
yellow,yellow,1,1,4,1,581
green,yellow,0,9,4,1,536
red,yellow,0,5,4,1,410
blue,green,0,14,2,1,657
yellow,green,0,2,2,1,508
red,yellow,0,5,4,1,647
