eda,time
0.89031,1596631745.25
0.93129,1596631745.5
0.956903,1596631745.75
0.915922,1596631746.0
0.909519,1596631746.25
0.9108,1596631746.5
0.908238,1596631746.75
0.909519,1596631747.0
0.909519,1596631747.25
0.904396,1596631747.5
0.906958,1596631747.75
0.908238,1596631748.0
0.908238,1596631748.25
0.909519,1596631748.5
0.908238,1596631748.75
0.909519,1596631749.0
0.908238,1596631749.25
0.903116,1596631749.5
0.899274,1596631749.75
0.896713,1596631750.0
0.906958,1596631750.25
0.91208,1596631750.5
0.913361,1596631750.75
0.906958,1596631751.0
0.901835,1596631751.25
0.903116,1596631751.5
0.9108,1596631751.75
0.917203,1596631752.0
0.917203,1596631752.25
0.89159,1596631752.5
0.896713,1596631752.75
0.900555,1596631753.0
0.899274,1596631753.25
0.906958,1596631753.5
0.909519,1596631753.75
0.918483,1596631754.0
0.930009,1596631754.25
0.933851,1596631754.5
0.942816,1596631754.75
0.956903,1596631755.0
0.985077,1596631755.25
0.994041,1596631755.5
1.015812,1596631755.75
1.018373,1596631756.0
1.019654,1596631756.25
1.017093,1596631756.5
1.019654,1596631756.75
1.020934,1596631757.0
1.017093,1596631757.25
1.014531,1596631757.5
1.010689,1596631757.75
1.010689,1596631758.0
1.009409,1596631758.25
1.014531,1596631758.5
1.015812,1596631758.75
1.014531,1596631759.0
1.015812,1596631759.25
1.015812,1596631759.5
1.015812,1596631759.75
1.014531,1596631760.0
1.018373,1596631760.25
1.015812,1596631760.5
1.020934,1596631760.75
1.019654,1596631761.0
1.019654,1596631761.25
1.018373,1596631761.5
1.015812,1596631761.75
1.014531,1596631762.0
1.014531,1596631762.25
1.010689,1596631762.5
1.006848,1596631762.75
1.005567,1596631763.0
1.009409,1596631763.25
1.009409,1596631763.5
1.009409,1596631763.75
1.009409,1596631764.0
1.01197,1596631764.25
1.004286,1596631764.5
1.006848,1596631764.75
1.001725,1596631765.0
1.003006,1596631765.25
1.003006,1596631765.5
1.000444,1596631765.75
1.005567,1596631766.0
1.008128,1596631766.25
1.010689,1596631766.5
1.006848,1596631766.75
1.008128,1596631767.0
1.006848,1596631767.25
1.005567,1596631767.5
1.006848,1596631767.75
