text,color,stroop_color_match(yes=1),table_row,pressed_key,"status(correct=1,wrong=2,timeout=3)",response_speed[ms]
green,blue,0,11,3,1,1436
red,red,1,8,1,1,1324
blue,yellow,0,13,4,1,1633
blue,green,0,14,2,1,1070
green,yellow,0,9,4,1,1030
green,blue,0,11,3,1,1045
green,green,1,10,2,1,1911
red,blue,0,7,3,1,1031
yellow,red,0,4,1,1,1057
red,yellow,0,5,4,1,1003
red,blue,0,7,3,1,867
yellow,blue,0,3,3,1,736
red,green,0,6,2,1,1018
blue,yellow,0,13,4,1,920
yellow,yellow,1,1,4,1,666
green,red,0,12,1,1,886
yellow,green,0,2,2,1,1145
red,yellow,0,5,4,1,871
green,green,1,10,2,1,917
blue,green,0,14,2,1,719
blue,yellow,0,13,4,1,814
green,red,0,12,1,1,881
red,green,0,6,2,1,884
yellow,yellow,1,1,4,1,737
green,green,1,10,2,1,761
red,blue,0,7,3,1,963
green,blue,0,11,3,1,570
yellow,blue,0,3,3,1,409
blue,green,0,14,2,1,995
blue,yellow,0,13,4,1,790
yellow,green,0,2,2,1,1800
yellow,blue,0,3,3,1,726
blue,green,0,14,2,1,702
red,red,1,8,1,1,832
yellow,red,0,4,1,1,482
yellow,red,0,4,1,1,414
yellow,green,0,2,2,1,834
yellow,green,0,2,2,1,520
green,blue,0,11,3,1,719
green,green,1,10,2,1,614
yellow,blue,0,3,3,1,955
yellow,green,0,2,2,1,668
red,blue,0,7,3,1,874
yellow,yellow,1,1,4,1,1180
red,blue,0,7,3,1,993
blue,red,0,16,1,1,830
green,red,0,12,1,1,511
blue,blue,1,15,3,1,687
blue,green,0,14,2,1,986
green,yellow,0,9,4,1,705
green,blue,0,11,3,1,1150
blue,blue,1,15,3,1,414
blue,green,0,14,2,1,820
blue,red,0,16,1,1,832
red,red,1,8,1,1,825
green,green,1,10,2,1,760
yellow,yellow,1,1,4,1,1840
green,red,0,12,1,1,1585
blue,red,0,16,1,1,662
red,blue,0,7,3,1,877
green,yellow,0,9,4,1,684
blue,yellow,0,13,4,1,459
red,yellow,0,5,4,1,400
green,yellow,0,9,4,1,419
blue,yellow,0,13,4,1,408
green,yellow,0,9,4,1,383
green,green,1,10,2,1,968
yellow,blue,0,3,3,1,1197
blue,blue,1,15,3,1,573
yellow,red,0,4,1,1,700
yellow,blue,0,3,3,1,1128
yellow,yellow,1,1,4,1,870
yellow,red,0,4,1,1,944
yellow,yellow,1,1,4,1,1243
blue,blue,1,15,3,1,894
green,yellow,0,9,4,1,720
yellow,green,0,2,2,1,1277
red,green,0,6,2,1,680
red,yellow,0,5,4,1,937
red,red,1,8,1,1,806
red,yellow,0,5,4,1,698
blue,green,0,14,2,1,855
yellow,red,0,4,1,1,815
yellow,blue,0,3,3,1,835
red,yellow,0,5,4,1,743
red,red,1,8,1,1,1092
red,red,1,8,1,1,527
blue,yellow,0,13,4,1,1290
blue,blue,1,15,3,1,1589
blue,red,0,16,1,1,632
yellow,yellow,1,1,4,1,617
yellow,red,0,4,1,1,968
green,green,1,10,2,1,1166
blue,blue,1,15,3,1,562
green,red,0,12,1,1,941
blue,red,0,16,1,1,454
red,green,0,6,2,1,983
blue,red,0,16,1,1,861
blue,red,0,16,1,1,502
yellow,green,0,2,2,1,828
green,blue,0,11,3,1,745
red,blue,0,7,3,1,704
green,red,0,12,1,1,895
green,red,0,12,1,1,566
red,yellow,0,5,4,1,766
yellow,red,0,4,1,1,892
green,blue,0,11,3,1,1753
red,red,1,8,1,1,576
green,yellow,0,9,4,1,801
red,green,0,6,2,1,1266
red,green,0,6,2,1,517
blue,yellow,0,13,4,1,1070
red,yellow,0,5,4,1,402
yellow,green,0,2,2,1,1243
red,green,0,6,2,1,667
green,yellow,0,9,4,1,885
yellow,yellow,1,1,4,1,511
red,blue,0,7,3,1,1177
red,green,0,6,2,1,1293
yellow,blue,0,3,3,1,1205
