PPG GREEN,time
2075894.0,1590566737.822
2075424.0,1590566737.78
2076569.0,1590566737.899
2076092.0,1590566737.859
2076317.0,1590566737.941
2075873.0,1590566737.979
2075907.0,1590566738.019
2075511.0,1590566738.061
2075379.0,1590566738.1
2075459.0,1590566738.141
2075530.0,1590566738.181
2075984.0,1590566738.221
2076303.0,1590566738.261
2076445.0,1590566738.3
2076730.0,1590566738.34
2077181.0,1590566738.38
2077316.0,1590566738.421
2077441.0,1590566738.46
2078027.0,1590566738.5
2078567.0,1590566738.542
2078674.0,1590566738.581
2078358.0,1590566738.621
2077690.0,1590566738.662
2077012.0,1590566738.699
2076745.0,1590566738.74
2075968.0,1590566738.781
2075823.0,1590566738.82
2075959.0,1590566738.86
2075394.0,1590566738.902
2075700.0,1590566738.942
2075423.0,1590566738.981
2075267.0,1590566739.022
2075458.0,1590566739.062
2075601.0,1590566739.1
2075970.0,1590566739.142
2076176.0,1590566739.18
2076444.0,1590566739.221
2076859.0,1590566739.262
2076997.0,1590566739.301
2077288.0,1590566739.342
2076767.0,1590566739.383
2075762.0,1590566739.422
2075229.0,1590566739.462
2074465.0,1590566739.501
2073712.0,1590566739.541
2073500.0,1590566739.581
2073334.0,1590566739.622
2072901.0,1590566739.661
2072905.0,1590566739.701
2072462.0,1590566739.743
2072594.0,1590566739.782
2072679.0,1590566739.822
2072870.0,1590566739.863
2072822.0,1590566739.901
2073223.0,1590566739.941
2073126.0,1590566739.982
2073090.0,1590566740.021
2072955.0,1590566740.062
2073172.0,1590566740.103
2072820.0,1590566740.143
2071414.0,1590566740.182
2069532.0,1590566740.224
2067483.0,1590566740.261
2065919.0,1590566740.301
2065185.0,1590566740.343
2064516.0,1590566740.382
2064363.0,1590566740.422
2063741.0,1590566740.466
2063792.0,1590566740.5
2063171.0,1590566740.541
2063013.0,1590566740.581
2062657.0,1590566740.62
2062941.0,1590566740.661
2063047.0,1590566740.702
2063196.0,1590566740.742
2063274.0,1590566740.781
2063566.0,1590566740.823
2063547.0,1590566740.862
2063812.0,1590566740.902
2063628.0,1590566740.945
2062373.0,1590566740.983
2061106.0,1590566741.023
2060142.0,1590566741.064
2059111.0,1590566741.103
2058746.0,1590566741.144
2059041.0,1590566741.184
2059812.0,1590566741.223
2059932.0,1590566741.263
2059110.0,1590566741.304
2058622.0,1590566741.344
2058515.0,1590566741.383
2058546.0,1590566741.424
2058644.0,1590566741.463
2058942.0,1590566741.503
2059053.0,1590566741.545
2059326.0,1590566741.583
2058993.0,1590566741.624
2058553.0,1590566741.665
2058378.0,1590566741.704
2058306.0,1590566741.744
2056193.0,1590566741.785
2054368.0,1590566741.824
2053172.0,1590566741.864
2052139.0,1590566741.905
2050872.0,1590566741.945
2049794.0,1590566741.984
2049563.0,1590566742.025
2048621.0,1590566742.064
2048181.0,1590566742.104
2047907.0,1590566742.146
2047875.0,1590566742.184
2048083.0,1590566742.223
2048557.0,1590566742.264
2048915.0,1590566742.303
2049484.0,1590566742.344
2049539.0,1590566742.385
2049779.0,1590566742.424
2049833.0,1590566742.464
2049664.0,1590566742.505
2048386.0,1590566742.545
2046564.0,1590566742.585
2044972.0,1590566742.624
2043938.0,1590566742.663
2042603.0,1590566742.703
2041650.0,1590566742.745
2041133.0,1590566742.784
2040470.0,1590566742.824
2040211.0,1590566742.866
2039885.0,1590566742.905
2039404.0,1590566742.946
2039414.0,1590566742.985
2039492.0,1590566743.023
2040034.0,1590566743.064
2039849.0,1590566743.105
2040244.0,1590566743.144
2040362.0,1590566743.184
2040303.0,1590566743.225
2039171.0,1590566743.264
2037635.0,1590566743.304
2036540.0,1590566743.346
2035873.0,1590566743.385
2035491.0,1590566743.425
2035400.0,1590566743.466
2034969.0,1590566743.506
2034406.0,1590566743.544
2033644.0,1590566743.585
2033225.0,1590566743.624
2032614.0,1590566743.664
2032278.0,1590566743.706
2032562.0,1590566743.746
2032275.0,1590566743.785
2032660.0,1590566743.826
2032506.0,1590566743.866
2031271.0,1590566743.904
2029808.0,1590566743.946
2028633.0,1590566743.984
2027860.0,1590566744.025
2027106.0,1590566744.066
2026860.0,1590566744.105
2026087.0,1590566744.146
2025344.0,1590566744.187
2024797.0,1590566744.226
2024624.0,1590566744.266
2024626.0,1590566744.306
2024978.0,1590566744.345
2025276.0,1590566744.385
2025021.0,1590566744.426
2025326.0,1590566744.465
2025526.0,1590566744.506
2026080.0,1590566744.548
2025344.0,1590566744.586
2024330.0,1590566744.627
2024377.0,1590566744.666
2024769.0,1590566744.705
2025762.0,1590566744.746
2030601.0,1590566744.786
2035409.0,1590566744.826
2037876.0,1590566744.866
2038373.0,1590566744.907
2038434.0,1590566744.947
2038590.0,1590566744.987
2038526.0,1590566745.028
2038199.0,1590566745.065
2037468.0,1590566745.105
2036914.0,1590566745.147
2036367.0,1590566745.186
2036107.0,1590566745.226
2035834.0,1590566745.267
2035115.0,1590566745.307
2033563.0,1590566745.348
2031982.0,1590566745.388
2030570.0,1590566745.427
2028885.0,1590566745.465
2027603.0,1590566745.507
2026741.0,1590566745.547
2026146.0,1590566745.586
2025470.0,1590566745.627
2025044.0,1590566745.666
2024601.0,1590566745.706
2024509.0,1590566745.748
2024761.0,1590566745.787
2024749.0,1590566745.827
2024869.0,1590566745.868
2025063.0,1590566745.908
2025218.0,1590566745.947
2025452.0,1590566745.988
2025979.0,1590566746.026
2026336.0,1590566746.067
2025592.0,1590566746.108
2022996.0,1590566746.187
2024423.0,1590566746.148
2020914.0,1590566746.268
2021918.0,1590566746.229
2019738.0,1590566746.306
2019339.0,1590566746.348
2018813.0,1590566746.387
2018551.0,1590566746.427
2018256.0,1590566746.468
2018075.0,1590566746.508
2018050.0,1590566746.548
2018200.0,1590566746.589
2018173.0,1590566746.628
2018448.0,1590566746.668
2018687.0,1590566746.708
2018587.0,1590566746.747
2019227.0,1590566746.787
2019444.0,1590566746.828
2019591.0,1590566746.868
2019795.0,1590566746.908
2018555.0,1590566746.95
2017167.0,1590566746.988
2016257.0,1590566747.029
2014862.0,1590566747.068
2013982.0,1590566747.107
2013300.0,1590566747.148
2012899.0,1590566747.189
2012682.0,1590566747.228
2012287.0,1590566747.268
2012047.0,1590566747.309
2012165.0,1590566747.349
2012198.0,1590566747.389
2012131.0,1590566747.43
2012519.0,1590566747.467
2012602.0,1590566747.508
2012912.0,1590566747.55
2013139.0,1590566747.588
2014208.0,1590566747.67
2013538.0,1590566747.628
2014776.0,1590566747.709
2014917.0,1590566747.75
2014809.0,1590566747.79
2013722.0,1590566747.83
2013129.0,1590566747.868
2011999.0,1590566747.909
2011409.0,1590566747.949
2010876.0,1590566747.989
2010913.0,1590566748.03
2011449.0,1590566748.069
2011737.0,1590566748.109
2011841.0,1590566748.149
2012912.0,1590566748.187
2013245.0,1590566748.227
2012909.0,1590566748.269
2012916.0,1590566748.308
2012548.0,1590566748.349
2013033.0,1590566748.389
2013440.0,1590566748.428
2013658.0,1590566748.468
2014057.0,1590566748.51
2014917.0,1590566748.55
2015353.0,1590566748.589
2015772.0,1590566748.63
2015152.0,1590566748.67
2013483.0,1590566748.71
2012357.0,1590566748.752
2011163.0,1590566748.79
2009457.0,1590566748.828
2008249.0,1590566748.87
2007976.0,1590566748.909
2007226.0,1590566748.95
2006504.0,1590566748.991
2006145.0,1590566749.03
2005903.0,1590566749.07
2005538.0,1590566749.111
2005826.0,1590566749.151
2005554.0,1590566749.189
2005698.0,1590566749.23
2005628.0,1590566749.269
2005863.0,1590566749.31
2006244.0,1590566749.352
2006599.0,1590566749.39
2005923.0,1590566749.43
2004269.0,1590566749.472
2003019.0,1590566749.511
2001612.0,1590566749.55
2000690.0,1590566749.59
2000275.0,1590566749.63
1999712.0,1590566749.67
1998973.0,1590566749.711
1998508.0,1590566749.751
1998006.0,1590566749.79
1997880.0,1590566749.832
1997932.0,1590566749.871
1997747.0,1590566749.909
1997923.0,1590566749.951
1998412.0,1590566749.99
1998541.0,1590566750.03
1998179.0,1590566750.071
1998579.0,1590566750.111
1998904.0,1590566750.152
1997574.0,1590566750.192
1995696.0,1590566750.231
1993972.0,1590566750.272
1992359.0,1590566750.311
1990764.0,1590566750.351
1989455.0,1590566750.39
1988374.0,1590566750.432
1987561.0,1590566750.471
1986871.0,1590566750.511
1985929.0,1590566750.553
1985285.0,1590566750.592
1984825.0,1590566750.632
1984658.0,1590566750.671
1984645.0,1590566750.71
1984611.0,1590566750.751
1984193.0,1590566750.791
1984130.0,1590566750.831
1984214.0,1590566750.912
1984213.0,1590566750.871
1982789.0,1590566750.952
1980564.0,1590566750.992
1977923.0,1590566751.033
1975497.0,1590566751.072
1973190.0,1590566751.112
1970947.0,1590566751.152
1969617.0,1590566751.191
1968354.0,1590566751.231
1966795.0,1590566751.272
1965563.0,1590566751.312
1964608.0,1590566751.353
1963644.0,1590566751.393
1962854.0,1590566751.432
