bvp,time
0.87,1596631980.0
0.95,1596631980.015625
1.03,1596631980.03125
1.12,1596631980.046875
1.22,1596631980.0625
1.34,1596631980.078125
1.46,1596631980.09375
1.61,1596631980.109375
1.77,1596631980.125
1.95,1596631980.140625
2.14,1596631980.15625
2.37,1596631980.171875
2.61,1596631980.1875
2.88,1596631980.203125
3.18,1596631980.21875
3.51,1596631980.234375
3.87,1596631980.25
4.26,1596631980.265625
4.69,1596631980.28125
5.15,1596631980.296875
5.65,1596631980.3125
6.18,1596631980.328125
6.76,1596631980.34375
7.4,1596631980.359375
8.08,1596631980.375
8.8,1596631980.390625
9.55,1596631980.40625
10.3,1596631980.421875
11.06,1596631980.4375
11.82,1596631980.453125
12.61,1596631980.46875
13.48,1596631980.484375
14.45,1596631980.5
15.53,1596631980.515625
16.7,1596631980.53125
17.92,1596631980.546875
19.13,1596631980.5625
20.3,1596631980.578125
21.37,1596631980.59375
22.31,1596631980.609375
23.04,1596631980.625
23.49,1596631980.640625
23.52,1596631980.65625
22.98,1596631980.671875
21.74,1596631980.6875
19.66,1596631980.703125
16.73,1596631980.71875
13.02,1596631980.734375
8.69,1596631980.75
4.01,1596631980.765625
-0.75,1596631980.78125
-5.37,1596631980.796875
-9.75,1596631980.8125
-13.82,1596631980.828125
-17.6,1596631980.84375
-21.04,1596631980.859375
-24.0,1596631980.875
-26.29,1596631980.890625
-27.72,1596631980.90625
-28.19,1596631980.921875
-27.81,1596631980.9375
-26.92,1596631980.953125
-25.97,1596631980.96875
-25.39,1596631980.984375
-25.4,1596631981.0
-25.91,1596631981.015625
-26.57,1596631981.03125
-26.9,1596631981.046875
-26.58,1596631981.0625
-25.61,1596631981.078125
-24.35,1596631981.09375
-23.4,1596631981.109375
-23.33,1596631981.125
-24.37,1596631981.140625
-26.31,1596631981.15625
-28.54,1596631981.171875
-30.35,1596631981.1875
-31.24,1596631981.203125
-31.15,1596631981.21875
-30.51,1596631981.234375
-29.94,1596631981.25
-30.11,1596631981.265625
-31.49,1596631981.28125
-34.4,1596631981.296875
-38.9,1596631981.3125
-44.52,1596631981.328125
-49.99,1596631981.34375
-53.25,1596631981.359375
-51.9,1596631981.375
-44.21,1596631981.390625
-30.16,1596631981.40625
-11.73,1596631981.421875
7.59,1596631981.4375
24.19,1596631981.453125
35.76,1596631981.46875
41.97,1596631981.484375
44.21,1596631981.5
44.49,1596631981.515625
44.31,1596631981.53125
44.16,1596631981.546875
43.66,1596631981.5625
42.35,1596631981.578125
40.19,1596631981.59375
37.72,1596631981.609375
35.62,1596631981.625
34.32,1596631981.640625
33.65,1596631981.65625
33.07,1596631981.671875
31.94,1596631981.6875
29.91,1596631981.703125
27.18,1596631981.71875
24.34,1596631981.734375
22.17,1596631981.75
21.24,1596631981.765625
21.61,1596631981.78125
22.81,1596631981.796875
24.03,1596631981.8125
24.43,1596631981.828125
23.52,1596631981.84375
21.4,1596631981.859375
18.6,1596631981.875
15.97,1596631981.890625
14.14,1596631981.90625
13.35,1596631981.921875
13.32,1596631981.9375
13.42,1596631981.953125
12.93,1596631981.96875
11.42,1596631981.984375
8.79,1596631982.0
5.37,1596631982.015625
1.66,1596631982.03125
-1.8,1596631982.046875
-4.72,1596631982.0625
-7.04,1596631982.078125
-8.97,1596631982.09375
-10.78,1596631982.109375
-12.8,1596631982.125
-15.22,1596631982.140625
-18.16,1596631982.15625
-21.61,1596631982.171875
-25.42,1596631982.1875
-29.19,1596631982.203125
-32.22,1596631982.21875
-33.62,1596631982.234375
-32.53,1596631982.25
-28.49,1596631982.265625
-21.62,1596631982.28125
-12.74,1596631982.296875
-3.1,1596631982.3125
5.95,1596631982.328125
13.42,1596631982.34375
18.81,1596631982.359375
22.14,1596631982.375
23.73,1596631982.390625
23.93,1596631982.40625
23.05,1596631982.421875
21.29,1596631982.4375
18.83,1596631982.453125
15.95,1596631982.46875
13.03,1596631982.484375
10.5,1596631982.5
8.78,1596631982.515625
8.11,1596631982.53125
8.53,1596631982.546875
9.88,1596631982.5625
11.84,1596631982.578125
14.05,1596631982.59375
16.15,1596631982.609375
17.91,1596631982.625
19.12,1596631982.640625
19.68,1596631982.65625
19.57,1596631982.671875
18.77,1596631982.6875
17.36,1596631982.703125
15.45,1596631982.71875
13.2,1596631982.734375
10.76,1596631982.75
8.28,1596631982.765625
5.84,1596631982.78125
3.45,1596631982.796875
1.12,1596631982.8125
-1.11,1596631982.828125
-3.18,1596631982.84375
-4.99,1596631982.859375
-6.5,1596631982.875
-7.73,1596631982.890625
-8.83,1596631982.90625
