text,color,stroop_color_match(yes=1),table_row,pressed_key,"status(correct=1,wrong=2,timeout=3)",response_speed[ms]
red,yellow,0,5,1,3,2000
green,green,1,10,2,1,1659
yellow,green,0,2,4,2,1040
yellow,yellow,1,1,4,1,821
red,red,1,8,1,1,1016
red,yellow,0,5,1,2,725
green,red,0,12,2,2,1131
yellow,blue,0,3,4,2,876
red,yellow,0,5,1,2,958
red,yellow,0,5,1,2,758
green,red,0,12,1,3,2000
yellow,yellow,1,1,4,1,814
blue,red,0,16,1,3,2000
blue,yellow,0,13,1,3,2000
red,yellow,0,5,1,3,2000
yellow,blue,0,3,1,3,2000
yellow,blue,0,3,4,2,614
yellow,blue,0,3,4,2,673
green,yellow,0,9,1,3,2000
blue,green,0,14,3,2,1724
red,red,1,8,1,1,945
yellow,red,0,4,4,2,812
green,yellow,0,9,2,2,1164
green,blue,0,11,2,2,968
blue,red,0,16,3,2,903
green,blue,0,11,1,3,2000
green,blue,0,11,2,2,1062
blue,red,0,16,3,2,879
yellow,red,0,4,4,2,886
blue,green,0,14,3,2,1039
red,blue,0,7,1,2,1706
green,red,0,12,2,2,925
red,green,0,6,1,2,902
red,yellow,0,5,1,2,785
blue,green,0,14,3,2,827
green,yellow,0,9,4,1,1142
red,green,0,6,2,1,1360
blue,blue,1,15,3,1,845
blue,green,0,14,3,2,937
red,red,1,8,1,1,1008
green,blue,0,11,3,1,1700
red,red,1,8,1,1,1182
red,blue,0,7,3,1,1591
blue,red,0,16,3,2,870
yellow,blue,0,3,4,2,990
green,green,1,10,2,1,1541
green,green,1,10,2,1,1208
blue,blue,1,15,3,1,1138
green,red,0,12,1,1,1864
blue,blue,1,15,3,1,851
red,red,1,8,1,1,895
green,blue,0,11,3,1,1559
yellow,green,0,2,4,2,1053
blue,green,0,14,2,1,1897
yellow,red,0,4,1,1,1556
green,yellow,0,9,4,1,1302
red,green,0,6,2,1,1238
red,blue,0,7,3,1,1157
red,blue,0,7,3,1,1197
yellow,green,0,2,2,1,1098
yellow,red,0,4,1,1,997
blue,red,0,16,1,1,1433
red,blue,0,7,3,1,1099
yellow,red,0,4,1,1,1114
yellow,yellow,1,1,4,1,805
red,green,0,6,2,1,1378
blue,yellow,0,13,4,1,1345
yellow,yellow,1,1,4,1,889
blue,blue,1,15,3,1,872
blue,yellow,0,13,4,1,1209
red,green,0,6,2,1,1439
green,yellow,0,9,4,1,820
red,green,0,6,2,1,1039
blue,yellow,0,13,4,1,789
blue,blue,1,15,3,1,830
red,red,1,8,1,1,864
green,blue,0,11,3,1,1136
blue,green,0,14,2,1,1258
red,blue,0,7,3,1,1676
green,yellow,0,9,4,1,879
green,green,1,10,2,1,1373
green,red,0,12,1,1,785
blue,yellow,0,13,4,1,906
blue,green,0,14,3,2,765
green,red,0,12,1,1,895
yellow,green,0,2,2,1,1246
green,green,1,10,2,1,759
yellow,blue,0,3,3,1,911
green,red,0,12,1,1,808
blue,blue,1,15,3,1,1017
yellow,blue,0,3,3,1,1112
yellow,blue,0,3,3,1,1584
green,blue,0,11,3,1,786
red,yellow,0,5,4,1,809
blue,yellow,0,13,4,1,905
yellow,yellow,1,1,4,1,671
red,yellow,0,5,4,1,628
green,green,1,10,2,1,876
yellow,yellow,1,1,4,1,718
blue,red,0,16,1,1,1433
red,blue,0,7,3,1,1389
yellow,green,0,2,2,1,1006
yellow,yellow,1,1,4,1,685
yellow,green,0,2,2,1,1242
green,yellow,0,9,4,1,778
green,green,1,10,2,1,740
blue,blue,1,15,3,1,905
yellow,green,0,2,2,1,898
red,green,0,6,2,1,695
yellow,red,0,4,1,1,1018
blue,yellow,0,13,4,1,1000
red,blue,0,7,3,1,1244
yellow,red,0,4,1,1,1022
green,green,1,10,2,1,884
blue,yellow,0,13,4,1,672
blue,blue,1,15,3,1,725
red,red,1,8,1,1,748
yellow,green,0,2,2,1,1635
yellow,yellow,1,1,4,1,565
red,red,1,8,1,1,773
