eda,time
0.357298,1551189360.0
0.363701,1551189360.25
0.352175,1551189360.5
0.357298,1551189360.75
0.356017,1551189361.0
0.357298,1551189361.25
0.356017,1551189361.5
0.352175,1551189361.75
0.354736,1551189362.0
0.352175,1551189362.25
0.354736,1551189362.5
0.356017,1551189362.75
0.36242,1551189363.0
0.352175,1551189363.25
0.350895,1551189363.5
0.356017,1551189363.75
0.354736,1551189364.0
0.354736,1551189364.25
0.352175,1551189364.5
0.354736,1551189364.75
0.352175,1551189365.0
0.356017,1551189365.25
0.354736,1551189365.5
0.354736,1551189365.75
0.354736,1551189366.0
0.352175,1551189366.25
0.352175,1551189366.5
0.356017,1551189366.75
0.357298,1551189367.0
0.357298,1551189367.25
0.353456,1551189367.5
0.353456,1551189367.75
0.353456,1551189368.0
0.354736,1551189368.25
0.366262,1551189368.5
0.354736,1551189368.75
0.352175,1551189369.0
0.352175,1551189369.25
0.352175,1551189369.5
0.357298,1551189369.75
0.354736,1551189370.0
0.354736,1551189370.25
0.352175,1551189370.5
0.352175,1551189370.75
0.356017,1551189371.0
0.356017,1551189371.25
0.357298,1551189371.5
0.354736,1551189371.75
0.353456,1551189372.0
0.354736,1551189372.25
0.354736,1551189372.5
0.357298,1551189372.75
0.356017,1551189373.0
0.356017,1551189373.25
0.352175,1551189373.5
0.354736,1551189373.75
0.353456,1551189374.0
0.354736,1551189374.25
0.354736,1551189374.5
0.353456,1551189374.75
0.352175,1551189375.0
0.352175,1551189375.25
0.354736,1551189375.5
0.354736,1551189375.75
0.356017,1551189376.0
0.353456,1551189376.25
0.352175,1551189376.5
0.354736,1551189376.75
0.357298,1551189377.0
0.357298,1551189377.25
0.357298,1551189377.5
0.356017,1551189377.75
0.353456,1551189378.0
0.353456,1551189378.25
0.358578,1551189378.5
0.359859,1551189378.75
0.356017,1551189379.0
0.354736,1551189379.25
0.353456,1551189379.5
0.357298,1551189379.75
0.356017,1551189380.0
0.357298,1551189380.25
0.357298,1551189380.5
0.354736,1551189380.75
0.354736,1551189381.0
0.353456,1551189381.25
0.358578,1551189381.5
0.358578,1551189381.75
0.358578,1551189382.0
