text,color,stroop_color_match(yes=1),table_row,pressed_key,"status(correct=1,wrong=2,timeout=3)",response_speed[ms]
yellow,red,0,4,1,1,1392
yellow,yellow,1,1,4,1,1225
yellow,yellow,1,1,4,1,846
green,yellow,0,9,4,1,1016
green,red,0,12,1,1,842
blue,green,0,14,2,1,1298
green,blue,0,11,3,1,963
red,green,0,6,2,1,880
yellow,blue,0,3,3,1,844
yellow,yellow,1,1,4,1,813
blue,blue,1,15,3,1,1448
yellow,green,0,2,2,1,751
yellow,yellow,1,1,4,1,797
green,yellow,0,9,4,1,733
blue,red,0,16,1,1,817
red,green,0,6,2,1,957
yellow,green,0,2,2,1,690
red,red,1,8,1,1,921
yellow,yellow,1,1,4,1,890
red,green,0,6,2,1,872
red,yellow,0,5,4,1,823
yellow,blue,0,3,3,1,850
blue,red,0,16,1,1,657
red,yellow,0,5,4,1,671
blue,yellow,0,13,4,1,767
red,green,0,6,2,1,923
red,yellow,0,5,4,1,864
red,yellow,0,5,4,1,730
blue,green,0,14,2,1,819
blue,yellow,0,13,4,1,754
green,blue,0,11,3,1,733
yellow,red,0,4,1,1,749
green,red,0,12,1,1,643
blue,green,0,14,2,1,793
blue,red,0,16,1,1,766
blue,yellow,0,13,4,1,885
green,red,0,12,1,1,717
red,yellow,0,5,4,1,724
green,blue,0,11,3,1,750
blue,yellow,0,13,4,1,748
yellow,green,0,2,2,1,837
red,red,1,8,1,1,776
red,blue,0,7,3,1,798
red,yellow,0,5,4,1,666
green,green,1,10,2,1,852
blue,blue,1,15,3,1,666
red,green,0,6,2,1,711
green,green,1,10,2,1,652
red,blue,0,7,3,1,703
yellow,blue,0,3,3,1,740
green,red,0,12,1,1,717
yellow,blue,0,3,3,1,982
blue,green,0,14,2,1,660
yellow,red,0,4,1,1,876
red,red,1,8,1,1,619
blue,red,0,16,1,1,639
red,yellow,0,5,4,1,711
blue,yellow,0,13,4,1,752
red,green,0,6,2,1,632
green,yellow,0,9,4,1,709
yellow,red,0,4,1,1,686
green,yellow,0,9,4,1,695
green,blue,0,11,3,1,696
green,blue,0,11,3,1,611
yellow,red,0,4,1,1,649
blue,red,0,16,1,1,803
blue,yellow,0,13,4,1,720
red,yellow,0,5,4,1,955
red,red,1,8,1,1,987
green,green,1,10,2,1,785
blue,blue,1,15,3,1,643
yellow,blue,0,3,3,1,740
green,yellow,0,9,4,1,755
red,blue,0,7,3,1,767
blue,blue,1,15,3,1,760
yellow,green,0,2,2,1,790
green,red,0,12,1,1,614
red,green,0,6,2,1,670
green,yellow,0,9,4,1,881
green,red,0,12,1,1,584
yellow,yellow,1,1,4,1,708
red,blue,0,7,3,1,617
red,red,1,8,1,1,670
green,yellow,0,9,4,1,861
yellow,red,0,4,1,1,662
red,blue,0,7,3,1,708
green,green,1,10,2,1,900
green,green,1,10,2,1,658
green,yellow,0,9,4,1,702
blue,green,0,14,2,1,866
blue,red,0,16,1,1,673
green,red,0,12,1,1,1200
green,green,1,10,2,1,697
yellow,blue,0,3,4,2,681
yellow,green,0,2,2,1,1323
red,blue,0,7,3,1,875
green,blue,0,11,3,1,623
red,red,1,8,1,1,692
blue,green,0,14,2,1,871
yellow,red,0,4,1,1,789
yellow,green,0,2,2,1,889
blue,blue,1,15,3,1,655
red,green,0,6,2,1,670
blue,blue,1,15,3,1,829
yellow,blue,0,3,3,1,723
yellow,yellow,1,1,4,1,806
blue,red,0,16,1,1,655
blue,blue,1,15,3,1,693
blue,green,0,14,2,1,762
green,blue,0,11,3,1,674
green,blue,0,11,3,1,677
blue,yellow,0,13,4,1,664
green,red,0,12,1,1,674
yellow,yellow,1,1,4,1,655
red,blue,0,7,3,1,716
yellow,red,0,4,1,1,599
red,red,1,8,1,1,654
blue,red,0,16,1,1,541
green,green,1,10,2,1,695
blue,green,0,14,2,1,507
