temp,time
33.39,1709208565.25
33.39,1709208565.5
33.39,1709208565.75
33.39,1709208566.0
33.41,1709208566.25
33.41,1709208566.5
33.41,1709208566.75
33.41,1709208567.0
33.41,1709208567.25
33.41,1709208567.5
33.41,1709208567.75
33.41,1709208568.0
33.39,1709208568.25
33.39,1709208568.5
33.39,1709208568.75
33.39,1709208569.0
33.34,1709208569.25
33.34,1709208569.5
33.34,1709208569.75
33.34,1709208570.0
33.34,1709208570.25
33.34,1709208570.5
33.34,1709208570.75
33.34,1709208571.0
33.34,1709208571.25
33.34,1709208571.5
33.34,1709208571.75
33.34,1709208572.0
33.33,1709208572.25
33.33,1709208572.5
33.33,1709208572.75
33.33,1709208573.0
33.33,1709208573.25
33.33,1709208573.5
33.33,1709208573.75
33.33,1709208574.0
33.34,1709208574.25
33.34,1709208574.5
33.34,1709208574.75
33.34,1709208575.0
33.33,1709208575.25
33.33,1709208575.5
33.33,1709208575.75
33.33,1709208576.0
33.31,1709208576.25
33.31,1709208576.5
33.31,1709208576.75
33.31,1709208577.0
33.33,1709208577.25
33.33,1709208577.5
33.33,1709208577.75
33.33,1709208578.0
33.31,1709208578.25
33.31,1709208578.5
33.31,1709208578.75
33.31,1709208579.0
33.33,1709208579.25
33.33,1709208579.5
33.33,1709208579.75
33.33,1709208580.0
33.33,1709208580.25
33.33,1709208580.5
33.33,1709208580.75
33.33,1709208581.0
33.34,1709208581.25
33.34,1709208581.5
33.34,1709208581.75
33.34,1709208582.0
33.34,1709208582.25
33.34,1709208582.5
33.34,1709208582.75
33.34,1709208583.0
33.33,1709208583.25
33.33,1709208583.5
33.33,1709208583.75
33.33,1709208584.0
33.34,1709208584.25
33.34,1709208584.5
33.34,1709208584.75
33.34,1709208585.0
33.34,1709208585.25
33.34,1709208585.5
33.34,1709208585.75
33.34,1709208586.0
33.34,1709208586.25
33.34,1709208586.5
33.34,1709208586.75
33.34,1709208587.0
33.34,1709208587.25
33.34,1709208587.5
33.34,1709208587.75
33.34,1709208588.0
33.34,1709208588.25
33.34,1709208588.5
33.34,1709208588.75
33.34,1709208589.0
33.37,1709208589.25
33.37,1709208589.5
33.37,1709208589.75
33.37,1709208590.0
33.37,1709208590.25
33.37,1709208590.5
33.37,1709208590.75
33.37,1709208591.0
33.39,1709208591.25
33.39,1709208591.5
33.39,1709208591.75
33.39,1709208592.0
33.39,1709208592.25
33.39,1709208592.5
33.39,1709208592.75
33.39,1709208593.0
33.37,1709208593.25
33.37,1709208593.5
33.37,1709208593.75
33.37,1709208594.0
33.39,1709208594.25
33.39,1709208594.5
33.39,1709208594.75
33.39,1709208595.0
33.37,1709208595.25
33.37,1709208595.5
33.37,1709208595.75
33.37,1709208596.0
33.39,1709208596.25
33.39,1709208596.5
33.39,1709208596.75
33.39,1709208597.0
33.41,1709208597.25
33.41,1709208597.5
33.41,1709208597.75
33.41,1709208598.0
33.39,1709208598.25
33.39,1709208598.5
33.39,1709208598.75
33.39,1709208599.0
33.43,1709208599.25
